id,museum_sammlungsbereich,standort,exakter_standort,inventarnummer,alte_inventarnummern,objektbezeichnung_gegenstand,titel,kategorie,objektgattung,objekttyp,anzahl_teile,erfassungsstatus,darstellung_ikonographie,personen_gnd,personen_nicht_normiert,herstellungsort,fundort,dargestellter_genannter_ort,gebrauchsort,ort_der_geistigen_schoepfung,druckort,entstehungsort,publikationsort_verlagsort,technik,material,farbe,hoehe,breite,tiefe,durchmesser,laenge,gewicht,massstab,beschriftung_aufdruck,datumsart,beginn,ende,herstellungszweck,verwendungszweck,land,ethnie,stil,sachgruppe,schlagwoerter,beschreibung,literatur_gvk,literatur_freitext,weblinks,bemerkungen,zustand,fundstelleid,massnahmeid,fundid,fundstellennummer,fundnummer,fundumstaende,befund,schnitt,lagebeschreibung,fund_bemerkung,bezugssystem,longitude,latitude,fund_3d_koordinaten,objektgeschichte,hornbostelsachs
365639,Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen > Magazin > Karton 02,K 282a,,Votivgabe,Scheibenkopfnadel,Kunsthandwerk,Ritueller Gegenstand,3D-Objekt,,veröffentlichen,,,,,Iran,,,,,,,,Gips,Meergrün; Schwarz,,7cm,0.5cm,7cm,6.8cm,56g,,,Herstellungsdatum,-800,-601,,,,,,,,"Es handelt sich um eine Nachbildung. Standort des Originals: Louvre, Paris. Darstellung in der Form eines Flachreliefs (gestanzt, Rückseite = Negativform). Die Hände umfassen die Brust auf der jeweiligen Seite. Stellt man sich Verbindungslinien zwischen Kopf und den Fußspitzen vor, würde ein gleichseitiges Dreieck entstehen. Unter den Füßen und über dem Kopf jeweils 2 Blumenblüten. Runde Scheibe, in der Mitte die Göttin in Hocker-Gebärstellung, sich mit den Händen beide Brüste haltend (Geste des ""Lebensspendens""). Zu beiden Seiten der Göttin, antithetisch flankierend, 2 Steinböcke (=Symbol der männlichen Potenz). Das Köpfchen des Kindes ist gerade geboren, es tritt dorso-posterior heraus, d.h.mit dem Gesicht nach vorn. (Bei den Inka bedeutet diese Haltung des Kopfes ""Glückskind"", da es bei der Geburt schon den Himmel und die Sonne anschaute. Vgl. dazu die Darstellung unserer Sammlung von der Mochica-Kultur.) Oft wurden diese Figuren noch verziert mit Granatäpfeln und Fischen als Fruchtbarkeitsattribute. Also auch schon damals Votivgaben mit der Bitte um Kindersegen von den Frauen an die Muttergöttin durch diese Nadeln. Muttergottheiten als Sinnbild der Fruchtbarkeit und des Gebärens; möglicherweise handelt es sich um die Göttin Aschi, die Schwester von Scraoschas (Gott des iranischen Pantheons). Die Bilder von der Geburt eines Kindes wurden im Tempel niedergelegt mit der Hoffnung auf die Wirkung dieses Analogiezaubers. Die sitzende Stellung der Gebärenden entspricht einer uralten Sitte. (Text: Kirchhoff)",,"Beschrieben in: Ghirshan, Roman (1964) Iran. München.",,"Oktober 2012 nach Ausstellung ""Dinge des Wissens"" in Magazin Karton 2 gebracht (vorher in DA, Vitrine 2, E 1), sehr zerbrechlich und bereits geklebt. Foto von K 282b auf Rückseite K 282b ist Gipsabguß von K 282a. Erwerb und Jahr: Services techniques et commerciaux de la Réunion des musées nationaux, Paris, 1975 Preis gemeinsam mit K 287 K 283 a und b und und K 282 b 1870 Francs Vgl. Korrespondenz Verwaltung Kliniken",,,,,,,,,,,,,,,,,
365640,Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen > Magazin > Karton 02,K 282b,,Abguss (Bildwerk),Scheibenkopfnadel,Kunsthandwerk,Plastik/Skulptur,3D-Objekt,,veröffentlichen,,,,,,,,,,,,,Gips,Weiß,,,,,,,,,,,,,,,,,,,Gipsabguß von K 282a,,,,Abguss von K 282a Preis gemeinsam mit K 283 a und b und K 282 a und K 287 1870 Francs Vgl. Korrespondenz Verwaltung Kliniken,,,,,,,,,,,,,,,,,
365641,Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen > Magazin > Karton 02,K 283a,,Votivgabe,Scheibenkopfnadel (rechteckig),Kunsthandwerk,Ritueller Gegenstand,3D-Objekt,,veröffentlichen,,,,,Iran,,,,,,,,Gips,Meergrün; Schwarz,10.3cm,12.4cm,0.5cm,,6.5cm,114g,,,Herstellungsdatum,-800,-601,,,,,,,,"Es handelt sich um eine Nachbildung. Standort des Originals: Louvre, Paris. Darstellung einer stehenden Frau in der Form eines Flachreliefs (gestanzt, Rückseite: Negativform). Die Figur ist nur mit Rock und Schuhen bekleidet. Die Hände umfassen die Brust auf der jeweiligen Seite. Rechts und links neben der Figur sind insgesamt 5 kreisförmige Blüten herausgearbeitet, die zusammen mit der Figur von breit herausgearbeiteten Linien umrahmt werden. In der rechten, unteren Ecke ist ein Huhn abgebildet. An der rechten und an der oberen Kante sind Stücke herausgebrochen.",,Beschrieben in: Siehe K 282a,,"Objekt zerbrochen und zersplittert durch Umzug. Juli 1997: geklebt. Farblich restauriert: ? Erwerb und Jahr: Services techniques et commerciaux de la Réunion des musée nationaux, Paris, 1975 Preis gemeinsam mit K 287 und K 283 b und K 282 a und b 1870 Francs Vgl. Korrespondenz Verwaltung Kliniken",,,,,,,,,,,,,,,,,
365642,Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen > Magazin > Karton 02,K 283b,,Abguss (Bildwerk),Scheibenkopfnadel (rechteckig),Kunsthandwerk,Plastik/Skulptur,3D-Objekt,,veröffentlichen,,,,,Iran,,,,,,,,Gips,Weiß,10.3cm,12.4cm,0.5cm,,6.5cm,114g,,,Herstellungsdatum,-800,-601,,,,,,,,"Es handelt sich um eine Nachbildung. Standort des Originals: Louvre, Paris. Gipsabguß von K 283a, Textrübernahme von K 283a: Darstellung einer stehenden Frau in der Form eines Flachreliefs (gestanzt, Rückseite: Negativform). Die Figur ist nur mit Rock und Schuhen bekleidet. Die Hände umfassen die Brust auf der jeweiligen Seite. Rechts und links neben der Figur sind insgesamt 5 kreisförmige Blüten herausgearbeitet, die zusammen mit der Figur von breit herausgearbeiteten Linien umrahmt werden. In der rechten, unteren Ecke ist ein Huhn abgebildet. An der rechten und an der oberen Kante sind Stücke herausgebrochen.",,Beschrieben in: Siehe K 283a,,Foto fehlt auf Karteikarte Abguss von 283a Preis gemeinsam mit K 283 a und K 287 und K 282 a und b 1870 Francs Vgl. Korrespondenz Verwaltung Kliniken,,,,,,,,,,,,,,,,,
365643,Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen > Magazin,K 284,,Skulptur,Ahnenfigur aus Kamerun,Skulptur,Plastik/Skulptur,3D-Objekt,,veröffentlichen,,,,Kamerun,,,,,,,,,Keramik,,39.5cm,15cm,17cm,,,4770g,,,,,,,,,,,,,"Die hohle Figur hat unten eine Öffnung. Auf einer Unterlage steht ein runder, leicht sanduhrförmiger Hocker, auf dem eine nur mit einem langen, unten sich gabelnden Schurz bekleidete Frau sitzt. Ihr Haar ist zu drei von vorn nach hinten laufenden Wülsten zusammengefaßt. Der Kopf ist unproportional groß. Die Ohrmuscheln sind realistisch ausgeformt. Die Pupillen der großen, elliptischen Augen sind jeweils durch zwei konzentrische Kreise markiert. Die Nase ist hakenförmig und besitzt weite Flügel. Der Mund ist leicht geöffnet. Eingepunktet sind Augenbrauen, -förmige Tätowierungen auf den Wangen und auf dem Kinn, ein vierreihiger Halsschmuck sowie Tätowierungen um den Bauchnabel. Die herabhängenden Brüste weisen auf der Oberseite parallele Ritzlinien auf. Auf dem linken Oberschenkel der Frau sitzt ein kleines Kind, das seinen Kopf und seine unproportional großen Hände auf die linke Mutterbrust gelegt hat. Die Frau stützt den Rücken des Kindes mit ihrer linken Hand, ihre rechte Hand liegt auf dessen Beinen. Ein weiteres Kleinkind sitzt zwischen den Füßen der Frau.",,,,"Erwerb und Jahr: Geschenk v. deutschen Botschafter in Kamerun, Herrn Udo Horstmann Karteikarte nicht auffindbar (Stand: 09.09.16)",,,,,,,,,,,,,,,,,
365644,Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Zentrale Kustodie > Forum Wissen - Depot Stein,K 285,,Skulptur,Androgyne Fruchtbarkeitsfigur,Skulptur,Plastik/Skulptur,3D-Objekt,,veröffentlichen,,,,Mali,,,,,,,,,Holz,Sattelbraun,125cm,31cm,35.5cm,,,13815g,,,Herstellungsdatum,1870,,,,Afrika,Dogon,,,,"Die aus einem Stück geschnitzte, mit Durchbrechungen gearbeitete Plastik zeigt auf der Vorderseite eine auf einem Hocker sitzende menschliche Gestalt mit Kinnbart und weiblichen Brüsten, in steifer Haltung ein Kind quer vor dem Rumpf haltend. Die Rückseite der plastik ist ebenfalls als Vorderansicht einer menschlichen Gestalt ausgeformt. Es ist jedoch nur der Oberkörper dargestellt. Auch auf dieser Seite ist ein Kind modelliert, jedoch längs um den Rumpf. ""Wir haben in der matrilinearen Ashantigesellschaft eine Gewaltenteilung zwischen dem weiblich-mütterlichen Element, das bei allen Handlungen repräsentiert sein muß, und dem männlichen, entstanden aus dem früheren einzigen bisexuellen. So ist auch diese Fruchtbarkeitsfigur eine beide Elemente in sich vereinende. Die weibliche Hälfte ist die das Kind quer haltende, bei der männlichen liegt das Kind längs, bei älteren und ganz neuen Darstellungen findet sich stattdessen hier oft ein überdimensionales männliches Glied. Die Augenstellung ist beim männlichen Teil der Figur wie in Nordafrika die seitliche, alles überschauende. Die große doppelgeschlechtliche Figur sitzt auf einem kleinen Stuhl, der von 6 kleinen Figuren getragen wird. 3 dieser Figuren haben typische weibliche Brüste, bei 3 Figuren fehlen die Brüste; aber alle 6 Figuren haben einen aufgeblähten Leib wie bei einer Schwangerschaft."" (Frau Göring, Ethnologin) Die Figur stammt aus dem Haushalt von Chief Nii Okai Pesemaku III und wurde angefertigt zur Stuhlbesteigung seines Urgroßonkels (matrilineare Vererbung) Nana Okai Pesemaku I (anhand oraler Traditionen festgelegte Zeit um 1870). Getragen wurde die Figur bei den Fruchtbarkeitsfesten (Adae und Odwera) vor der Königinmutter, die als Nachfolgerin der Gründerin des Universums gilt, als Mondgöttin, Göttin der Fruchtbarkeit. Neben der Trankopfergabe an die Ahnen stand die Figur neben dem Chief, der das Opfer vollbrachte, und der Figur ebenfalls opferte. Die Figur repräsentiert die Fruchtbarkeit der Erde, die der Chief als Repräsentant seiner Ahnen zu gewährleisten hat. (Frau Göring, Ethnologin) siehe Korrespondenz Zwernemann",,"Beschrieben in: Arbeitskreis für Internationale Wissenschaftskommunikation (AIW) (Hg.): Afrikanische Plastik. Konfrontation und Annäherung. LIT Verlag Münster, Hamburg 1994. Abb: Kat. Nr. 8",,"Rep.: Riß in der Figur. Erwerb und Jahr: Vermittlung: Frau Göring (Ethnologin, damals tätig im Goethe-Institut Accra Ghana) für 1150 D-Mark (inkl. Zoll und Transport), 30.06.1977 Juni 2018: zwei Risse im Sockel, ein Riss im Brustbereich",,,,,,,,,,,,,,,,,
365645,Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen > Magazin,K 286,,Amulett*,"Geburt im Knien, Amulett",Kunsthandwerk,Ritueller Gegenstand,3D-Objekt,,veröffentlichen,,,,Zaire,,,,,,,,,Bast,Schwarz,8cm,4.3cm,4.5cm,,,43g,,,,,,,,Afrika,Batshokwe,,,Amulett,"Kniende Frau mit stark vorgewölbtem Bauch. Die Fußspitzen zeigen nach unten. Der Rücken ist aufrecht, der Kopf befindet sich gerade auf den Schultern. Der extrem große runde Bauch beginnt knapp unter dem Ansatz der Brüste und liegt teilweise auf den leicht gespreizten Oberschenkeln auf. Die Arme scheinen den Unterbauch zu stützen. In den Achselhöhlen endet das Bastband jeweils mit einem Knoten.",,"Beschrieben in: Schweeger-Hefel, Annemarie (1960) Holzplastik in Afrika. Wien, S. 50. (Gravidität, allgemein) (Af.Ag.278)",,"Erwerb und Jahr: im Handel erworben bei Peter Werner, München",,,,,,,,,,,,,,,,,
365646,Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen > Magazin,K 287,,Vase,Vase aus Larsa,Kunsthandwerk,Gefäß,3D-Objekt,,veröffentlichen,,,,Mespotamien (römische Provinz),,,,,,,,,Gips,Navajo-Weiß,22.5cm,11.7cm,,,,1450g,,,Herstellungsdatum,-1400,-1000,,,,,,,,"Es handelt sich um eine Nachbildung. Standort des Originals: Louvre, Paris. Öffnungs-Durchmesser: 9,6 cm Stärke der Wand: 0,5 cm - 2 cm Der Rand der Öffnung ist nach außen abgesetzt, zum Fuß hin verjüngt sich die sonst etwa zylinderförmige Vase etwas. Im unteren Drittel weist das Gefäß eine Eindellung auf. Die Fruchtbarkeitsgöttinnen sind sowohl erhaben in Reliefen (4) als auch eingeritzt mit Bemalung (1) dargestellt. Die übrigen Figuren sind ausnahmslos eingeritzt und zum Teil auch bemalt (Wasservögel, Stier). Die Göttinnen sind durchweg stehend, mit erhobenen Armen und geöffneten, nach vorne gestreckten Handflächen dargestellt. Die kleineren Darstellungen in Reliefform zeigen Göttinnen unbekleidet, während die größere, eingeritzte Figur eine helmartige Kopfbedeckung, einen über den Rücken fallenden, kurzen Mantel und ein Höschen trägt. Dargestellt sind: 4 Vögel, 1 Stier, 2 Fische, 1 Schildkröte.",,"Literatur in Zusammenhang: Parrot, André (1969) Sumer. München, Abb. 367 b.",,"Erwerb und Jahr: Services techniques et Commerciaux de la Réunion des musées nationaux, Paris, 1975 Preis gemeinsam mit K 283 a und b und K 282 a und b 1870 Francs Vgl. Korrespondenz Verwaltung Kliniken",,,,,,,,,,,,,,,,,
365647,Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen > Magazin,K 288,,Brett,"""Hamyon"" (magische Fruchtbarkeitsbretter)",Kunsthandwerk,Kunsthandwerk und -gewerbe,3D-Objekt,,veröffentlichen,,,,Thailand,,,,,,,,,Holz,Schwarz,,29.5cm,4.8cm,,101.8cm,,,,,,,,,,,,,,"Auf ein Brett ist ein mit Durchbrechungen gearbeitetes, verschnörkeltes Schnitzwerk aufgesetzt und gerahmt. Das Holz von Schnitzwerk und Rahmen ist geschwärzt. Die von Schnitzwerk nicht bedeckten Teile des Holzbrettes sind mit einer hellen, kalkigen Masse bestrichen. ""Diese Bretter wurden beim Hausbau über dem Torpfosten angebracht, und zwar über die Innenräume auf Pfeilern. Sie sollten das Gute rufen und das Böse bannen. Hamyon gibt dem Mann Lebenskraft als Hauseigentümer und als Gründer der Familie, aber auch zur Abwehr von feindlichen Geistern. Die Hamyon wurden aus Rangun-Teakholz im Auftrage des Hausbesitzers geschnitzt. Alter und Herkunft sind ebenso schwer zu bestimmen wie der Sinngehalt ihrer Ornamentik zu enträtseln ist, da keiner der anonymen Holzschnitzer Aufzeichnungen hinterlassen hat. Jeder Hamyon ist alt - mindestens 100 - 300 Jahre. Es besteht ein Ausfuhrverbot. Man kann sie z.Z. nicht mehr bekommen. ... Wie das Haus als Ganzes symbolisch der Gestalt eines Büffels entspricht, so stellen diese Bretter dessen Testes dar. Sie verkörpern die Manneskraft des Hausherren. Das Schnitzdekor erinnert mit seinen oft paarig angeordneten Lanzenmotiven gelegentlich an stilisierte Darstellungen von Testes. Je älter ein Haus ist, dest größer wird die Zauberkraft des Hamyon. Wird das Haus jedoch verkauft, so pflegt der neue Besitzer auf den Türsturz zu schlagen, um dessen unter dem alten Hausherren angesammelte magische Kraft zu zerstören."" (vgl. dazu ein Gutachten von Dr. G. Prunner, Kustos am Hamburgischen Museum für Völkerkunde. Der Brief liegt bei unseren Korrespondenzakten.) siehe K 289",,,,"Erwerb und Jahr: erworben im Handel bei der Fa. A. Seifarth für 250 D-Mark, Norderstedt 2, 24.10.1974, vgl. Korrepondenz",,,,,,,,,,,,,,,,,
365648,Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen > Magazin > Karton 20,K 289,,Brett,Hamyon (magische Fruchtbarkeitsbretter),Kunsthandwerk,Kunsthandwerk und -gewerbe,3D-Objekt,,veröffentlichen,,,,Thailand,,,,,,,,,Teak,Kräftiges Holz,,25cm,3.5cm,,74cm,,,,,,,,,,,,,,"Auf einem Holzbrett ist reliefartig ein blumenähnliches Schnitzwerk herausgearbeitet. Abschrift des Gutachtens vom 2.9.1974 von Dr. Gernot Prunner, Kustos am Hamburgischen Museum für Völkerkunde 2 Hamburg 20, Eppendorfer Landstr. 92 Gutachten ""Hamyon, d.h. Hodenzauber, nennen die Thai diese aus bestem Teakholz kunstvoll geschnitzten Bretter, welche über den Türen zu den Innenräumen der auf Pfählen errichteten Holzhäuser Nordthailands angebracht werden. Wie das Haus als Ganzes symbolisch der Gestalt eines Büffels entspricht, so stellen diese Bretter dessen Hoden dar. Sie verkörpern die Manneskraft des Hausherren und sollen unheilbringende Einflüsse, welche diese schwächen könnten, vom Hausinneren fernhalten. Das Hamyon wurde bei einem lokalen Holzschnitzer bestellt, doch mußte, ehe dieser mit seiner Arbeit beginnen konnte, der Besitzer des Hauses ein Opfer von Blumen, Speisen und Räucherkerzen darbringen, um die magischen Kräfte der Fruchtbarkeit in das Haus zu bannen. Die Maße des Türsturzes wurden sodann mach der Fußgröße des Hausherren bestimmt. Das Schnitzdekor, das oft noch zusätzlich bemalt ist, erinnert mit seinen oft paarig angeordneten Pflanzenmotiven gelegentlich an stilisierte Darstellungen von Hoden. Je älter das Haus ist, desto größer wird die Zauberkraft des Hamyon. Wird das Haus jedoch verkauft, so pflegt der neue Besitzer kräftig auf den Türsturz zu schlagen, um dessen unter dem alten Hausherren angesammelten magischen Kräfte zu zerstören, die für ihn ja keine Bedeutung haben. Es handelt sich dabei um einen symbolischen Akt der Kastration, das Zerschlagen der Hoden, eine Methode, die im bäuerlichen Alltag bei der Kastration der Büffel angewandt wird. Da jedes der alten Holzhäuser Nordthailands nur solches Hamyon besitzt und mit dem Verschwinden der alten Bauweise kaum mehr neue angefertigt werden, sind diese an die 100 Jahre alten Zierbretter bereits recht selten geworden und bilden ein beliebtes Sammelobjekt."" gez. Dr. G. Prunner Hustosus am Hamburgischen Museum für Völkerkunde. Siehe Nr. K 288.",,"Beschrieben in: vgl. dazu ein Gutachten von Dr. G. Prunner, Kustos am Hamburgischen Museum für Völkerkunde. Der Brief liegt in den Korrespondenzakten.",,"Erwerb und Jahr: erworben im Handel bei der Fa. A. Seifarth für 250 D-Mark, Norderstedt 2, 24.10.1974, vgl. Korrepondenz",,,,,,,,,,,,,,,,,
365649,Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen > Magazin > Karton 03,K 290,,Skulptur,Kopf der Göttin Astarte,Skulptur,Plastik/Skulptur,3D-Objekt,,veröffentlichen,,,,,Israel,,,,,,,,Gips,Pfirsich,5.6cm,3.6cm,3.8cm,,,58g,,,Herstellungsdatum,-1000,-587,,,,,,,,"Es handelt sich um eine Nachbildung. Standort des Originals: Israel Museum, Jerusalem. Material des Originals: Keramik. Der realistisch dargestellte Kopf mit elliptischen Augen, dreieckiger Nase und mittelgroßem Mund mit vollen Lippen ist mit einer sich nach oben hin zuspitzenden Haube bedeckt, unter der eine dichte Lockenpracht hervorschaut.",,Beschrieben in: ARA-Kunst Nr. 30042,,"Erwerb und Jahr: ARA-Kunst für 24,75 D-Mark, 15.04.1986, vgl. Korrespondenz, Nr. 30042 (ARA)",,,,,,,,,,,,,,,,,
365650,Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen,Göttingen > Georg-August-Universität Göttingen > Sammlung Kirchhoff: Symbole des Weiblichen > Magazin > Karton 09 > Karton 09b,K 291,,Skulptur,Frau mit einem Topf,Skulptur,Plastik/Skulptur,3D-Objekt,,veröffentlichen,,,,Benin,,,,,,,,,Messing,Dunke Goldrute,15.3cm,4cm,2.6cm,,,230g,,,Herstellungsdatum,1900,,,,Afrika,Fon,,,,"Es handelt sich um eine Nachbildung. Standort des Originals: Museum New York. Material des Originals: Gelbguss. Eine breitbeinig stehende, sehr schlanke Frau trägt auf dem Kopf ein bauchiges Gefäß mit kurzem Hals. Auf ihrem kurzgeschorenen Kopf liegt eine Unterlage, um dem Gefäß Halt zu geben, das sie außerdem mit der linken Hand stützt. Der rechte Arm hängt herab. Als Halsschmuck ist ein Kettchen durch Erinritzungen markiert. Die Frau ist nur mit einem Rock bekleidet, der mit eingestanzten, geschwungenen Mustern und einem schmalen Saum verziert ist.",,"Beschrieben in: ARA-Kunst Nr. 7089 Lenzinger, Elsy (1959) Afrika, Reihe Kunst der Welt. Baden-Baden, S. 101, Fig (Zeichnung) ähnl. Objekt. (VK Ku 96 f) Zwernemann, Jürgen; Lohse, Wulf (1985) Aus Afrika Ahnen Geister Götter. Hamburgisches Museum für Völkerkunde, S. 23 (Gelbgußverfahren). (Af.Ag.667) Hirschberg, Walter (1974) Die Kulturen Afrikas. Frankfurt, S. 305 (Wachsausschmelzverfahren). (Af.Ag.546) Lindig. Wolfgang (o.J.) Völker der 4. Welt. S. 108. (Lex. 171); Literatur in Zusammenhang: Wingert, Paul S. (1950) The Sculpture of Negro Africa. New York, Abb. Plate 31 a (identisches Objekt). (Af.Ag.188) Bodrogi, Tibor (1967) Afrikanische Kunst. Wien, Abb. 72, 73, 75 (ähnliche Objekte). (Af.Ag.398) Himmelheber, Hans (1960) Negerkunst und Negerkünstler. Braunschweig, Photo Metallgußverfahren (bei den Baule!).",,"Erwerb und Jahr: ARA-Kunst für 28,50 D-Mark, 29.04.1975, vgl. Korrespondenz",,,,,,,,,,,,,,,,,
